,time_period,rainfall,mean_temperature,disease_cases,population,location
128,2006-06-12/2006-06-18,0.0031967157008827127,297.21301702796575,0.0,100395,boaco
129,2006-06-19/2006-06-25,0.005272392006909723,296.75366601274413,4.0,100589,boaco
130,2006-06-26/2006-07-02,0.004513299252503951,297.3416704768601,7.0,100133,boaco
131,2006-07-03/2006-07-09,0.0038971561318812665,296.64009513690104,9.0,100227,boaco
132,2006-07-10/2006-07-16,0.006277747571041885,295.95925657009747,7.0,100495,boaco
133,2006-07-17/2006-07-23,0.002834473226829233,296.7885404303686,4.0,100564,boaco
134,2006-07-24/2006-07-30,0.0038743711089446542,296.98642621552074,2.0,100035,boaco
135,2006-07-31/2006-08-06,0.0022955117635269128,297.0473310927814,1.0,100074,boaco
136,2006-08-07/2006-08-13,0.0024211066653726356,297.3911208420797,3.0,100311,boaco
137,2006-08-14/2006-08-20,0.005977895312053322,296.68490619546833,5.0,100445,boaco
138,2006-08-21/2006-08-27,0.0039211923879574504,297.42115573975553,2.0,100103,boaco
139,2006-08-28/2006-09-03,0.0032783036594745824,297.1087983628253,1.0,100515,boaco
140,2006-09-04/2006-09-10,0.003992702381365183,297.0697660397911,0.0,100352,boaco
141,2006-09-11/2006-09-17,0.0077929830799002816,295.99591420849447,3.0,100214,boaco
142,2006-09-18/2006-09-24,0.001744287754331138,297.13081043680944,4.0,100541,boaco
143,2006-09-25/2006-10-01,0.002181121362787925,297.23333056938696,3.0,100521,boaco
144,2006-10-02/2006-10-08,0.006672163885422209,296.85070201351806,1.0,100654,boaco
145,2006-10-09/2006-10-15,0.0026482929943703994,297.4619638122086,2.0,100990,boaco
146,2006-10-16/2006-10-22,0.005789017373494531,296.5917537545646,2.0,100123,boaco
147,2006-10-23/2006-10-29,0.004842279636141601,295.88540136947324,2.0,100811,boaco
148,2006-10-30/2006-11-05,0.0013372543077001676,296.6376686405839,2.0,100298,boaco
149,2006-11-06/2006-11-12,0.0012620945240662612,296.55776519823655,1.0,100748,boaco
150,2006-11-13/2006-11-19,0.00035610876250967834,294.6143159319423,1.0,100368,boaco
151,2006-11-20/2006-11-26,0.004446593272147806,295.91916279106135,0.0,100047,boaco
152,2006-11-27/2006-12-03,0.0014050004468408313,295.99701093154545,0.0,100335,boaco
153,2006-12-04/2006-12-10,0.007696080596259382,295.730559014882,3.0,100261,boaco
154,2006-12-11/2006-12-17,0.0011284394179772678,296.01542406486305,0.0,100481,boaco
155,2006-12-18/2006-12-24,0.0008479186188520062,295.64016493427937,0.0,100778,boaco
156,2006-12-25/2006-12-31,0.002596234623705896,295.8320368367259,1.0,100865,boaco
157,2007-01-01/2007-01-07,0.0015613295873681391,295.2999308678814,1.0,100699,boaco
158,2007-01-08/2007-01-14,0.001546163913442661,295.83526729677845,1.0,100552,boaco
159,2007-01-15/2007-01-21,0.0010473814259413278,295.77739190080115,1.0,100193,boaco
160,2007-01-22/2007-01-28,0.0007265409265133011,295.9948071866455,3.0,100509,boaco
161,2007-01-29/2007-02-04,0.000763457317872069,296.12228905941004,3.0,100080,boaco
162,2007-02-05/2007-02-11,0.0002807008690935174,296.11033924435765,2.0,100080,boaco
163,2007-02-12/2007-02-18,0.0009456086712711552,295.47070711905155,1.0,100363,boaco
164,2007-02-19/2007-02-25,0.0004372920070464031,297.27410900112744,0.0,100293,boaco
165,2007-02-26/2007-03-04,0.0003753288991307314,297.3456101018418,0.0,100645,boaco
166,2007-03-05/2007-03-11,0.0006631564379868214,297.67137822113585,1.0,100699,boaco
167,2007-03-12/2007-03-18,0.0007912716026095192,297.1809710647998,0.0,100362,boaco
168,2007-03-19/2007-03-25,0.0005248417761451565,298.04757176917394,1.0,100302,boaco
169,2007-03-26/2007-04-01,0.0016834486715599927,297.68016030671305,0.0,100328,boaco
170,2007-04-02/2007-04-08,0.0020502308085403476,299.3083734616886,2.0,100214,boaco
171,2007-04-09/2007-04-15,0.0004815371746971199,299.94231401484103,3.0,100503,boaco
172,2007-04-16/2007-04-22,0.0017483783657888505,298.7394367433565,0.0,100592,boaco
173,2007-04-23/2007-04-29,0.0014954705232742508,298.443807625655,0.0,100939,boaco
174,2007-04-30/2007-05-06,0.0013416781761602609,299.15052571880807,1.0,100111,boaco
175,2007-05-07/2007-05-13,0.0019013207940590143,300.2964059199157,1.0,100320,boaco
176,2007-05-14/2007-05-20,0.0038035803957526333,298.1238089116495,0.0,100338,boaco
177,2007-05-21/2007-05-27,0.010062178836719147,297.2723996485936,0.0,100084,boaco
178,2007-05-28/2007-06-03,0.0030951795473494444,297.8799758272133,2.0,100617,boaco
179,2007-06-04/2007-06-10,0.006942160678888073,297.1400007595374,6.0,100801,boaco
180,2007-06-11/2007-06-17,0.004314422597529693,296.993452464833,8.0,100277,boaco
181,2007-06-18/2007-06-24,0.002351419254507469,297.2164442491462,17.0,100969,boaco
182,2007-06-25/2007-07-01,0.0028991122928295754,297.57756267216246,18.0,100461,boaco
183,2007-07-02/2007-07-08,0.007781406420039116,295.731294033172,14.0,100768,boaco
184,2007-07-09/2007-07-15,0.003627873252926135,296.45233493743,4.0,100355,boaco
185,2007-07-16/2007-07-22,0.003024901634310433,296.90124214939647,6.0,100186,boaco
186,2007-07-23/2007-07-29,0.003168920183114088,296.8485584801922,5.0,100195,boaco
187,2007-07-30/2007-08-05,0.0036232571368381016,297.10720203447113,2.0,100704,boaco
188,2007-08-06/2007-08-12,0.00634827749090602,296.96564210087047,5.0,100832,boaco
189,2007-08-13/2007-08-19,0.0076396896976399665,296.8079687533136,4.0,100897,boaco
190,2007-08-20/2007-08-26,0.005112749017725096,296.4734059496065,7.0,100285,boaco
191,2007-08-27/2007-09-02,0.005384052848050412,296.8257469898685,9.0,100884,boaco
192,2007-09-03/2007-09-09,0.007836364464461855,296.0808963110093,21.0,100708,boaco
193,2007-09-10/2007-09-16,0.009680770942771184,296.32811983672724,15.0,100404,boaco
194,2007-09-17/2007-09-23,0.0028374386864073553,296.7193222329407,13.0,100146,boaco
195,2007-09-24/2007-09-30,0.01331544441774738,296.28185555845937,6.0,100332,boaco
196,2007-10-01/2007-10-07,0.006060826154432041,296.07716764349146,6.0,100860,boaco
197,2007-10-08/2007-10-14,0.008044581216623872,296.06166742784484,6.0,100635,boaco
198,2007-10-15/2007-10-21,0.005212093072750721,295.7387954754944,7.0,100554,boaco
199,2007-10-22/2007-10-28,0.004075812469177237,296.75669713335003,54.0,100960,boaco
200,2007-10-29/2007-11-04,0.0007715071462512252,295.82716212472707,116.0,100049,boaco
201,2007-11-05/2007-11-11,0.002505948745550678,295.52194026047835,153.0,100121,boaco
202,2007-11-12/2007-11-18,0.0045531572950250655,295.7200776865633,147.0,100982,boaco
203,2007-11-19/2007-11-25,0.002930731935426988,295.38902231622995,52.0,100120,boaco
204,2007-11-26/2007-12-02,0.00040364372535769353,295.3371645382329,20.0,100557,boaco
205,2007-12-03/2007-12-09,0.001669230222411364,295.37686178298685,12.0,100474,boaco
206,2007-12-10/2007-12-16,0.0012718260890898605,295.28428259786614,4.0,100218,boaco
207,2007-12-17/2007-12-23,0.0007810577435311575,295.28321988698735,3.0,100938,boaco
208,2007-12-24/2007-12-30,0.0019449016846984238,295.0083867898853,3.0,100108,boaco
209,2007-12-31/2008-01-06,0.0018517288172266325,295.02937840359795,5.0,100087,boaco
210,2008-01-07/2008-01-13,0.0016774500363218813,295.14336751378494,3.0,100045,boaco
211,2008-01-14/2008-01-20,0.0016602386079653372,295.6325952233129,1.0,100627,boaco
212,2008-01-21/2008-01-27,0.00072980661258463,295.3574511023129,2.0,100087,boaco
213,2008-01-28/2008-02-03,0.0015324429710485616,295.11268582948276,1.0,100755,boaco
214,2008-02-04/2008-02-10,0.0010141028561738601,296.1843448060238,2.0,100219,boaco
215,2008-02-11/2008-02-17,0.000598598879467724,296.2690442797255,3.0,100247,boaco
216,2008-02-18/2008-02-24,0.00037618939135251195,296.1947501279271,11.0,100782,boaco
217,2008-02-25/2008-03-02,0.00035997715395737353,296.91457021565674,0.0,100152,boaco
218,2008-03-03/2008-03-09,0.000946815633276,296.311078416228,4.0,100252,boaco
219,2008-03-10/2008-03-16,0.0010579973857149504,297.16391046283974,0.0,100179,boaco
220,2008-03-17/2008-03-23,0.0005480671910916963,297.2148183723706,2.0,100638,boaco
221,2008-03-24/2008-03-30,0.0007813670042991876,297.5911643814242,2.0,100883,boaco
222,2008-03-31/2008-04-06,0.0004963221851777733,298.9529531285051,1.0,100974,boaco
223,2008-04-07/2008-04-13,0.0008646261499045222,297.39813263286106,3.0,100921,boaco
224,2008-04-14/2008-04-20,0.0004218624497639966,298.46976818034057,6.0,100484,boaco
225,2008-04-21/2008-04-27,0.0005588495605060649,298.5080513060407,0.0,100671,boaco
226,2008-04-28/2008-05-04,0.0008621576698139886,299.0635029293932,0.0,100029,boaco
227,2008-05-05/2008-05-11,0.0012014001259012788,299.5243658069415,2.0,100164,boaco
228,2008-05-12/2008-05-18,0.009126968627497213,297.8934397907567,6.0,100862,boaco
229,2008-05-19/2008-05-25,0.02247578866409343,295.3645230389185,1.0,100191,boaco
230,2008-05-26/2008-06-01,0.014017626576985551,296.14823265928214,4.0,100316,boaco
231,2008-06-02/2008-06-08,0.004044983995007934,296.68208218947916,6.0,100879,boaco
232,2008-06-09/2008-06-15,0.002141786158758531,297.4581581723357,25.0,100502,boaco
233,2008-06-16/2008-06-22,0.006546016626610144,295.7410428213867,44.0,100856,boaco
234,2008-06-23/2008-06-29,0.007019665975125267,295.732723941437,11.0,100423,boaco
235,2008-06-30/2008-07-06,0.005396078465502291,295.79609943315904,24.0,100296,boaco
236,2008-07-07/2008-07-13,0.009163658058939416,295.49723723546487,10.0,100512,boaco
237,2008-07-14/2008-07-20,0.005506045690694353,296.13871983840403,4.0,100163,boaco
238,2008-07-21/2008-07-27,0.003234943791995517,296.2753507982899,15.0,100852,boaco
239,2008-07-28/2008-08-03,0.003493115492617832,296.3938304399253,5.0,100409,boaco
240,2008-08-04/2008-08-10,0.007978674419196053,296.4130826586539,3.0,100692,boaco
241,2008-08-11/2008-08-17,0.0030118180880653912,296.8967763903572,1.0,100013,boaco
242,2008-08-18/2008-08-24,0.00857497242057722,296.4830674359046,0.0,100226,boaco
243,2008-08-25/2008-08-31,0.007615939109442051,296.88522714646643,4.0,100373,boaco
244,2008-09-01/2008-09-07,0.0026519157274381374,297.59879723435694,1.0,100576,boaco
245,2008-09-08/2008-09-14,0.005687541930779394,296.43458587389915,1.0,100720,boaco
246,2008-09-15/2008-09-21,0.009163505116060545,296.43685292865865,1.0,100057,boaco
247,2008-09-22/2008-09-28,0.015639410299281443,296.0218144345832,2.0,100286,boaco
248,2008-09-29/2008-10-05,0.01189677192132732,295.68481114834094,5.0,100342,boaco
249,2008-10-06/2008-10-12,0.01015727209843594,295.57426958407837,5.0,100663,boaco
250,2008-10-13/2008-10-19,0.006569789852798002,296.1521941550342,8.0,100595,boaco
251,2008-10-20/2008-10-26,0.0014823893596995566,296.06204913282306,14.0,100281,boaco
252,2008-10-27/2008-11-02,0.0007049923142833657,296.2946526348252,10.0,100370,boaco
253,2008-11-03/2008-11-09,0.0008038848800534207,296.2603192354542,2.0,100969,boaco
254,2008-11-10/2008-11-16,0.001118807960527534,295.1600318088729,4.0,100748,boaco
255,2008-11-17/2008-11-23,0.0007422853305671022,295.286255658339,12.0,100330,boaco
256,2008-11-24/2008-11-30,0.0017393483359635128,295.839250926501,5.0,100682,boaco
257,2008-12-01/2008-12-07,0.0007806060472271924,296.0242893559607,0.0,100221,boaco
258,2008-12-08/2008-12-14,0.001457076649747302,295.44094599668125,1.0,100367,boaco
259,2008-12-15/2008-12-21,0.001535570716388226,295.21415469587646,1.0,100882,boaco
260,2008-12-22/2008-12-28,0.0012280013451839308,294.9678895885171,,100303,boaco
261,2008-12-29/2009-01-04,0.0009861189571479254,296.2456458266868,0.0,100526,boaco
262,2009-01-05/2009-01-11,0.001579983501212617,295.2983865908825,0.0,100824,boaco
263,2009-01-12/2009-01-18,4.6621062317382875e-05,295.28778346309224,6.0,100020,boaco
264,2009-01-19/2009-01-25,0.0012643524142498604,295.69114134891265,1.0,100887,boaco
265,2009-01-26/2009-02-01,0.0002943959846281226,295.24191328435165,5.0,100378,boaco
266,2009-02-02/2009-02-08,0.0015023307435563602,295.5392117064989,0.0,100107,boaco
267,2009-02-09/2009-02-15,0.0009058174977890035,295.62983391251265,0.0,100786,boaco
268,2009-02-16/2009-02-22,0.0010213736596285004,295.7129182256578,1.0,100697,boaco
269,2009-02-23/2009-03-01,0.0001686043775521716,295.34887233857194,1.0,100752,boaco
270,2009-03-02/2009-03-08,0.0008222831358351231,295.62120342274744,2.0,100057,boaco
271,2009-03-09/2009-03-15,0.00014638563648148442,296.5500789359228,8.0,100066,boaco
272,2009-03-16/2009-03-22,0.0006637913197122595,297.0998681770356,1.0,100327,boaco
273,2009-03-23/2009-03-29,0.0008642967739808771,299.12257322057656,11.0,100369,boaco
274,2009-03-30/2009-04-05,0.0003861432080457853,297.825843888246,0.0,100697,boaco
275,2009-04-06/2009-04-12,0.0004920851853262048,298.7315972627982,44.0,100857,boaco
276,2009-04-13/2009-04-19,0.0009317305541092698,298.2080165373231,5.0,100332,boaco
277,2009-04-20/2009-04-26,0.0015923317361164612,297.65488506705617,1.0,100127,boaco
278,2009-04-27/2009-05-03,0.007719945053029713,297.10111930906686,0.0,100865,boaco
279,2009-05-04/2009-05-10,0.001640766097172358,297.5274807169748,15.0,100498,boaco
280,2009-05-11/2009-05-17,0.0019191782577481352,298.3560306077363,0.0,100262,boaco
281,2009-05-18/2009-05-24,0.008694766010793373,298.1514906942556,2.0,100487,boaco
282,2009-05-25/2009-05-31,0.001780617591423391,297.73243913624384,1.0,100741,boaco
283,2009-06-01/2009-06-07,0.006063444083741726,296.93574352393085,5.0,100023,boaco
284,2009-06-08/2009-06-14,0.011841025307952476,296.22221501145515,2.0,100173,boaco
285,2009-06-15/2009-06-21,0.007524908686912334,297.0159990363752,3.0,100436,boaco
286,2009-06-22/2009-06-28,0.008582238705990152,296.6066331143574,4.0,100245,boaco
287,2009-06-29/2009-07-05,0.005175531366680288,296.4275045240074,3.0,100237,boaco
288,2009-07-06/2009-07-12,0.003648343975623925,296.7254647760233,7.0,100899,boaco
289,2009-07-13/2009-07-19,0.0024864365894359986,297.09610647394163,1.0,100920,boaco
290,2009-07-20/2009-07-26,0.0037526202434952365,296.7513003804728,8.0,100591,boaco
291,2009-07-27/2009-08-02,0.0016300421221856272,297.28571168717366,18.0,100186,boaco
292,2009-08-03/2009-08-09,0.0023497114754421266,297.09079422328443,27.0,100945,boaco
293,2009-08-10/2009-08-16,0.005712022074654058,296.4504259203196,19.0,100284,boaco
294,2009-08-17/2009-08-23,0.00449767965607079,296.81532594711746,48.0,100786,boaco
295,2009-08-24/2009-08-30,0.003926898328184676,297.16060994321373,8.0,100251,boaco
296,2009-08-31/2009-09-06,0.004162170339913889,297.3379513014477,19.0,100808,boaco
297,2009-09-07/2009-09-13,0.002373008156305512,297.5208274870263,18.0,100871,boaco
298,2009-09-14/2009-09-20,0.004072238161317249,296.9670030584623,24.0,100487,boaco
299,2009-09-21/2009-09-27,0.0038059912951855174,296.7229542960453,41.0,100273,boaco
300,2009-09-28/2009-10-04,0.004553798414717537,296.7145515914811,36.0,100490,boaco
301,2009-10-05/2009-10-11,0.0006930057776861614,296.95360259157235,78.0,100539,boaco
302,2009-10-12/2009-10-18,0.006283812988246111,295.90111682315984,32.0,100090,boaco
303,2009-10-19/2009-10-25,0.004183057046667351,296.25276101442324,32.0,100549,boaco
304,2009-10-26/2009-11-01,0.005267859348568003,295.4579471676204,43.0,100684,boaco
305,2009-11-02/2009-11-08,0.0019499379643310474,296.2783446805577,19.0,100165,boaco
306,2009-11-09/2009-11-15,0.0002559574190423833,296.23329650654523,35.0,100196,boaco
307,2009-11-16/2009-11-22,0.0016921234136842364,296.63870145418514,46.0,100436,boaco
308,2009-11-23/2009-11-29,0.0014885238696980662,296.68203733461513,30.0,100721,boaco
309,2009-11-30/2009-12-06,0.0009825359112998998,296.54912027165585,12.0,100341,boaco
310,2009-12-07/2009-12-13,0.0010214974300235785,296.5783178599706,7.0,100576,boaco
311,2009-12-14/2009-12-20,0.0016716598132315865,295.83169046675835,3.0,100478,boaco
312,2009-12-21/2009-12-27,0.0012311650014811513,296.2333072975621,3.0,100349,boaco
