,time_period,disease_cases,population,location
29,2024W9,8.0,196168,YvLOmtTQD6b
30,2024W10,10.0,196168,YvLOmtTQD6b
31,2024W11,3.0,196168,YvLOmtTQD6b
32,2024W12,11.0,196168,YvLOmtTQD6b
33,2024W13,3.0,196168,YvLOmtTQD6b
34,2024W14,3.0,196168,YvLOmtTQD6b
35,2024W15,14.0,196168,YvLOmtTQD6b
0,2023W16,5.0,445562,c4HrGRJoarj
1,2023W17,7.0,445562,c4HrGRJoarj
2,2023W18,6.0,445562,c4HrGRJoarj
3,2023W19,3.0,445562,c4HrGRJoarj
4,2023W20,4.0,445562,c4HrGRJoarj
5,2023W21,1.0,445562,c4HrGRJoarj
6,2023W22,9.0,445562,c4HrGRJoarj
7,2023W23,1.0,445562,c4HrGRJoarj
8,2023W24,4.0,445562,c4HrGRJoarj
9,2023W25,9.0,445562,c4HrGRJoarj
10,2023W26,5.0,445562,c4HrGRJoarj
11,2023W27,,445562,c4HrGRJoarj
12,2023W28,13.0,445562,c4HrGRJoarj
13,2023W29,16.0,445562,c4HrGRJoarj
14,2023W30,18.0,445562,c4HrGRJoarj
15,2023W31,,445562,c4HrGRJoarj
16,2023W32,,445562,c4HrGRJoarj
17,2023W33,,445562,c4HrGRJoarj
18,2023W34,,445562,c4HrGRJoarj
19,2023W35,,445562,c4HrGRJoarj
20,2023W36,,445562,c4HrGRJoarj
21,2023W37,,445562,c4HrGRJoarj
22,2023W38,,445562,c4HrGRJoarj
23,2023W39,,445562,c4HrGRJoarj
24,2023W40,1.0,445562,c4HrGRJoarj
25,2023W41,,445562,c4HrGRJoarj
26,2023W42,,445562,c4HrGRJoarj
27,2023W43,1.0,445562,c4HrGRJoarj
28,2023W44,19.0,445562,c4HrGRJoarj
29,2023W45,13.0,445562,c4HrGRJoarj
30,2023W46,27.0,445562,c4HrGRJoarj
31,2023W47,10.0,445562,c4HrGRJoarj
32,2023W48,33.0,445562,c4HrGRJoarj
33,2023W49,17.0,445562,c4HrGRJoarj
34,2023W50,23.0,445562,c4HrGRJoarj
35,2023W51,30.0,445562,c4HrGRJoarj
36,2023W52,29.0,445562,c4HrGRJoarj
37,2024W1,31.0,445562,c4HrGRJoarj
38,2024W2,23.0,445562,c4HrGRJoarj
39,2024W3,29.0,445562,c4HrGRJoarj
40,2024W4,35.0,445562,c4HrGRJoarj
41,2024W5,45.0,445562,c4HrGRJoarj
42,2024W6,25.0,445562,c4HrGRJoarj
43,2024W7,43.0,445562,c4HrGRJoarj
44,2024W8,37.0,445562,c4HrGRJoarj
45,2024W9,36.0,445562,c4HrGRJoarj
46,2024W10,42.0,445562,c4HrGRJoarj
47,2024W11,42.0,445562,c4HrGRJoarj
48,2024W12,16.0,445562,c4HrGRJoarj
49,2024W13,40.0,445562,c4HrGRJoarj
50,2024W14,37.0,445562,c4HrGRJoarj
51,2024W15,33.0,445562,c4HrGRJoarj
0,2023W17,6.0,134283,dOhqCNenSjS
1,2023W18,6.0,134283,dOhqCNenSjS
2,2023W19,,134283,dOhqCNenSjS
3,2023W20,4.0,134283,dOhqCNenSjS
4,2023W21,4.0,134283,dOhqCNenSjS
5,2023W22,9.0,134283,dOhqCNenSjS
6,2023W23,4.0,134283,dOhqCNenSjS
7,2023W24,4.0,134283,dOhqCNenSjS
8,2023W25,2.0,134283,dOhqCNenSjS
9,2023W26,3.0,134283,dOhqCNenSjS
10,2023W27,2.0,134283,dOhqCNenSjS
11,2023W28,1.0,134283,dOhqCNenSjS
12,2023W29,1.0,134283,dOhqCNenSjS
13,2023W30,2.0,134283,dOhqCNenSjS
14,2023W31,,134283,dOhqCNenSjS
15,2023W32,,134283,dOhqCNenSjS
16,2023W33,2.0,134283,dOhqCNenSjS
17,2023W34,,134283,dOhqCNenSjS
18,2023W35,,134283,dOhqCNenSjS
19,2023W36,1.0,134283,dOhqCNenSjS
20,2023W37,,134283,dOhqCNenSjS
21,2023W38,,134283,dOhqCNenSjS
22,2023W39,,134283,dOhqCNenSjS
23,2023W40,,134283,dOhqCNenSjS
24,2023W41,1.0,134283,dOhqCNenSjS
25,2023W42,,134283,dOhqCNenSjS
26,2023W43,1.0,134283,dOhqCNenSjS
27,2023W44,13.0,134283,dOhqCNenSjS
28,2023W45,15.0,134283,dOhqCNenSjS
29,2023W46,17.0,134283,dOhqCNenSjS
30,2023W47,10.0,134283,dOhqCNenSjS
31,2023W48,5.0,134283,dOhqCNenSjS
32,2023W49,4.0,134283,dOhqCNenSjS
33,2023W50,1.0,134283,dOhqCNenSjS
34,2023W51,6.0,134283,dOhqCNenSjS
35,2023W52,10.0,134283,dOhqCNenSjS
36,2024W1,17.0,134283,dOhqCNenSjS
37,2024W2,18.0,134283,dOhqCNenSjS
38,2024W3,19.0,134283,dOhqCNenSjS
39,2024W4,16.0,134283,dOhqCNenSjS
40,2024W5,17.0,134283,dOhqCNenSjS
41,2024W6,13.0,134283,dOhqCNenSjS
42,2024W7,13.0,134283,dOhqCNenSjS
43,2024W8,8.0,134283,dOhqCNenSjS
44,2024W9,7.0,134283,dOhqCNenSjS
45,2024W10,6.0,134283,dOhqCNenSjS
46,2024W11,9.0,134283,dOhqCNenSjS
47,2024W12,9.0,134283,dOhqCNenSjS
48,2024W13,16.0,134283,dOhqCNenSjS
49,2024W14,28.0,134283,dOhqCNenSjS
50,2024W15,33.0,134283,dOhqCNenSjS
0,2023W16,3.0,166008,hRQsZhmvqgS
1,2023W17,16.0,166008,hRQsZhmvqgS
2,2023W18,3.0,166008,hRQsZhmvqgS
3,2023W19,4.0,166008,hRQsZhmvqgS
4,2023W20,6.0,166008,hRQsZhmvqgS
5,2023W21,8.0,166008,hRQsZhmvqgS
6,2023W22,4.0,166008,hRQsZhmvqgS
7,2023W23,2.0,166008,hRQsZhmvqgS
8,2023W24,6.0,166008,hRQsZhmvqgS
9,2023W25,11.0,166008,hRQsZhmvqgS
10,2023W26,6.0,166008,hRQsZhmvqgS
11,2023W27,4.0,166008,hRQsZhmvqgS
12,2023W28,3.0,166008,hRQsZhmvqgS
13,2023W29,1.0,166008,hRQsZhmvqgS
14,2023W30,3.0,166008,hRQsZhmvqgS
15,2023W31,10.0,166008,hRQsZhmvqgS
16,2023W32,5.0,166008,hRQsZhmvqgS
17,2023W33,7.0,166008,hRQsZhmvqgS
18,2023W34,3.0,166008,hRQsZhmvqgS
19,2023W35,9.0,166008,hRQsZhmvqgS
20,2023W36,,166008,hRQsZhmvqgS
21,2023W37,,166008,hRQsZhmvqgS
22,2023W38,1.0,166008,hRQsZhmvqgS
23,2023W39,4.0,166008,hRQsZhmvqgS
24,2023W40,5.0,166008,hRQsZhmvqgS
25,2023W41,,166008,hRQsZhmvqgS
26,2023W42,,166008,hRQsZhmvqgS
