,time_period,rainfall,mean_temperature,disease_cases,population,location
25,1996-03,3.101,26.73,32.0,1246341.17,BA RIA-VUNG TAU
26,1996-04,71.121,27.57,42.0,1246341.17,BA RIA-VUNG TAU
27,1996-05,313.075,26.75,89.0,1246341.17,BA RIA-VUNG TAU
28,1996-06,264.563,26.43,110.0,1246341.17,BA RIA-VUNG TAU
29,1996-07,233.837,26.28,224.0,1246341.17,BA RIA-VUNG TAU
30,1996-08,231.069,26.23,78.0,1246341.17,BA RIA-VUNG TAU
31,1996-09,341.695,25.71,217.0,1246341.17,BA RIA-VUNG TAU
32,1996-10,343.242,25.61,233.0,1246341.17,BA RIA-VUNG TAU
33,1996-11,231.229,25.39,182.0,1246341.17,BA RIA-VUNG TAU
34,1996-12,153.793,24.36,81.0,1246341.17,BA RIA-VUNG TAU
35,1997-01,0.474,23.99,29.0,1246341.17,BA RIA-VUNG TAU
36,1997-02,28.305,25.92,23.0,1246341.17,BA RIA-VUNG TAU
37,1997-03,6.171,26.6,15.0,1246341.17,BA RIA-VUNG TAU
38,1997-04,48.236,27.67,24.0,1246341.17,BA RIA-VUNG TAU
39,1997-05,211.723,27.51,21.0,1246341.17,BA RIA-VUNG TAU
40,1997-06,210.478,26.8,72.0,1246341.17,BA RIA-VUNG TAU
41,1997-07,386.066,25.88,114.0,1246341.17,BA RIA-VUNG TAU
42,1997-08,319.387,26.11,112.0,1246341.17,BA RIA-VUNG TAU
43,1997-09,333.697,25.95,74.0,1246341.17,BA RIA-VUNG TAU
44,1997-10,203.03,26.09,34.0,1246341.17,BA RIA-VUNG TAU
45,1997-11,61.993,26.23,50.0,1246341.17,BA RIA-VUNG TAU
46,1997-12,3.038,26.81,16.0,1246341.17,BA RIA-VUNG TAU
47,1998-01,1.011,27.02,16.0,1246341.17,BA RIA-VUNG TAU
48,1998-02,1.998,27.0,12.0,1246341.17,BA RIA-VUNG TAU
49,1998-03,2.371,27.96,13.0,1246341.17,BA RIA-VUNG TAU
50,1998-04,34.653,28.52,21.0,1246341.17,BA RIA-VUNG TAU
51,1998-05,159.385,28.97,22.0,1246341.17,BA RIA-VUNG TAU
52,1998-06,322.474,26.9,117.0,1246341.17,BA RIA-VUNG TAU
53,1998-07,234.947,26.77,117.0,1246341.17,BA RIA-VUNG TAU
54,1998-08,272.316,26.62,647.0,1246341.17,BA RIA-VUNG TAU
55,1998-09,356.321,25.91,626.0,1246341.17,BA RIA-VUNG TAU
56,1998-10,271.639,25.88,377.0,1246341.17,BA RIA-VUNG TAU
57,1998-11,277.151,25.12,151.0,1246341.17,BA RIA-VUNG TAU
58,1998-12,133.715,24.69,151.0,1246341.17,BA RIA-VUNG TAU
59,1999-01,41.84,25.28,21.0,1246341.17,BA RIA-VUNG TAU
60,1999-02,5.263,26.01,21.0,1246341.17,BA RIA-VUNG TAU
61,1999-03,31.043,27.2,3.0,1246341.17,BA RIA-VUNG TAU
62,1999-04,294.949,26.52,15.0,1246341.17,BA RIA-VUNG TAU
63,1999-05,288.34,26.22,18.0,1246341.17,BA RIA-VUNG TAU
64,1999-06,293.02,25.81,5.0,1246341.17,BA RIA-VUNG TAU
65,1999-07,336.659,25.68,14.0,1246341.17,BA RIA-VUNG TAU
66,1999-08,271.59,25.93,11.0,1246341.17,BA RIA-VUNG TAU
67,1999-09,215.251,26.02,31.0,1246341.17,BA RIA-VUNG TAU
68,1999-10,299.035,25.7,16.0,1246341.17,BA RIA-VUNG TAU
69,1999-11,196.988,25.34,5.0,1246341.17,BA RIA-VUNG TAU
70,1999-12,135.097,24.05,3.0,1246341.17,BA RIA-VUNG TAU
71,2000-01,7.204,25.54,0.0,1246341.17,BA RIA-VUNG TAU
72,2000-02,36.436,25.58,0.0,1246341.17,BA RIA-VUNG TAU
73,2000-03,44.475,26.8,21.0,1246341.17,BA RIA-VUNG TAU
74,2000-04,83.564,27.17,14.0,1246341.17,BA RIA-VUNG TAU
75,2000-05,227.562,27.0,39.0,1246341.17,BA RIA-VUNG TAU
76,2000-06,339.226,26.01,47.0,1246341.17,BA RIA-VUNG TAU
77,2000-07,272.269,25.93,78.0,1246341.17,BA RIA-VUNG TAU
78,2000-08,317.445,25.81,44.0,1246341.17,BA RIA-VUNG TAU
79,2000-09,243.347,25.95,54.0,1246341.17,BA RIA-VUNG TAU
80,2000-10,374.151,25.29,73.0,1246341.17,BA RIA-VUNG TAU
81,2000-11,217.083,25.67,80.0,1246341.17,BA RIA-VUNG TAU
82,2000-12,115.714,25.16,59.0,1246341.17,BA RIA-VUNG TAU
83,2001-01,31.546,25.02,78.0,1246341.17,BA RIA-VUNG TAU
84,2001-02,28.124,25.75,69.0,1246341.17,BA RIA-VUNG TAU
85,2001-03,105.503,26.72,47.0,1246341.17,BA RIA-VUNG TAU
86,2001-04,76.797,27.76,53.0,1246341.17,BA RIA-VUNG TAU
87,2001-05,223.618,27.35,47.0,1246341.17,BA RIA-VUNG TAU
88,2001-06,279.132,26.23,117.0,1246341.17,BA RIA-VUNG TAU
89,2001-07,205.174,26.35,148.0,1246341.17,BA RIA-VUNG TAU
90,2001-08,343.062,26.05,154.0,1246341.17,BA RIA-VUNG TAU
91,2001-09,287.099,26.24,32.0,1246341.17,BA RIA-VUNG TAU
92,2001-10,273.409,25.85,18.0,1246341.17,BA RIA-VUNG TAU
93,2001-11,85.164,25.03,60.0,1246341.17,BA RIA-VUNG TAU
94,2001-12,17.197,25.48,855.0,1246341.17,BA RIA-VUNG TAU
95,2002-01,0.943,25.41,23.0,1246341.17,BA RIA-VUNG TAU
96,2002-02,1.021,25.89,20.0,1246341.17,BA RIA-VUNG TAU
97,2002-03,2.774,27.0,33.0,1246341.17,BA RIA-VUNG TAU
98,2002-04,24.235,28.28,19.0,1246341.17,BA RIA-VUNG TAU
99,2002-05,144.482,28.28,39.0,1246341.17,BA RIA-VUNG TAU
100,2002-06,316.053,26.65,8.0,1246341.17,BA RIA-VUNG TAU
101,2002-07,188.614,27.01,86.0,1246341.17,BA RIA-VUNG TAU
102,2002-08,305.525,25.92,99.0,1246341.17,BA RIA-VUNG TAU
103,2002-09,309.825,25.86,78.0,1246341.17,BA RIA-VUNG TAU
104,2002-10,274.127,25.91,128.0,1246341.17,BA RIA-VUNG TAU
105,2002-11,178.091,25.65,71.0,1246341.17,BA RIA-VUNG TAU
106,2002-12,77.095,26.02,76.0,1246341.17,BA RIA-VUNG TAU
107,2003-01,1.085,25.0,56.0,1246341.17,BA RIA-VUNG TAU
108,2003-02,1.226,26.47,34.0,1246341.17,BA RIA-VUNG TAU
109,2003-03,8.067,27.48,35.0,1246341.17,BA RIA-VUNG TAU
110,2003-04,19.584,28.46,42.0,1246341.17,BA RIA-VUNG TAU
111,2003-05,351.009,26.88,42.0,1246341.17,BA RIA-VUNG TAU
112,2003-06,266.179,26.52,48.0,1246341.17,BA RIA-VUNG TAU
113,2003-07,350.689,26.0,64.0,1246341.17,BA RIA-VUNG TAU
114,2003-08,312.878,26.25,82.0,1246341.17,BA RIA-VUNG TAU
115,2003-09,368.717,25.74,104.0,1246341.17,BA RIA-VUNG TAU
116,2003-10,341.708,25.55,106.0,1246341.17,BA RIA-VUNG TAU
117,2003-11,87.104,26.06,87.0,1246341.17,BA RIA-VUNG TAU
118,2003-12,31.893,24.92,51.0,1246341.17,BA RIA-VUNG TAU
119,2004-01,2.761,25.78,46.0,1246341.17,BA RIA-VUNG TAU
120,2004-02,2.18,25.58,27.0,1246341.17,BA RIA-VUNG TAU
121,2004-03,8.633,26.96,30.0,1246341.17,BA RIA-VUNG TAU
122,2004-04,34.943,28.41,33.0,1246341.17,BA RIA-VUNG TAU
123,2004-05,324.068,27.5,38.0,1246341.17,BA RIA-VUNG TAU
124,2004-06,313.921,26.31,68.0,1246341.17,BA RIA-VUNG TAU
125,2004-07,271.607,26.1,215.0,1246341.17,BA RIA-VUNG TAU
126,2004-08,350.638,25.93,171.0,1246341.17,BA RIA-VUNG TAU
127,2004-09,246.533,26.13,132.0,1246341.17,BA RIA-VUNG TAU
128,2004-10,143.201,25.81,64.0,1246341.17,BA RIA-VUNG TAU
129,2004-11,32.117,26.62,67.0,1246341.17,BA RIA-VUNG TAU
130,2004-12,8.372,25.63,20.0,1246341.17,BA RIA-VUNG TAU
131,2005-01,0.754,25.05,4.0,1246341.17,BA RIA-VUNG TAU
132,2005-02,0.837,26.33,4.0,1246341.17,BA RIA-VUNG TAU
133,2005-03,4.064,26.9,14.0,1246341.17,BA RIA-VUNG TAU
134,2005-04,34.878,28.19,3.0,1246341.17,BA RIA-VUNG TAU
135,2005-05,205.313,27.36,5.0,1246341.17,BA RIA-VUNG TAU
136,2005-06,306.4,26.77,18.0,1246341.17,BA RIA-VUNG TAU
137,2005-07,350.107,25.95,38.0,1246341.17,BA RIA-VUNG TAU
138,2005-08,251.809,26.35,71.0,1246341.17,BA RIA-VUNG TAU
139,2005-09,332.764,25.92,73.0,1246341.17,BA RIA-VUNG TAU
140,2005-10,265.911,26.06,74.0,1246341.17,BA RIA-VUNG TAU
141,2005-11,174.606,25.64,26.0,1246341.17,BA RIA-VUNG TAU
142,2005-12,198.914,24.37,11.0,1246341.17,BA RIA-VUNG TAU
143,2006-01,29.562,24.86,31.0,1246341.17,BA RIA-VUNG TAU
144,2006-02,3.772,26.66,12.0,1246341.17,BA RIA-VUNG TAU
145,2006-03,19.648,27.04,125.0,1246341.17,BA RIA-VUNG TAU
146,2006-04,95.996,27.82,159.0,1246341.17,BA RIA-VUNG TAU
147,2006-05,221.219,27.07,225.0,1246341.17,BA RIA-VUNG TAU
148,2006-06,347.553,26.27,255.0,1246341.17,BA RIA-VUNG TAU
149,2006-07,375.646,25.98,393.0,1246341.17,BA RIA-VUNG TAU
150,2006-08,299.989,25.85,5.0,1246341.17,BA RIA-VUNG TAU
151,2006-09,340.62,25.79,353.0,1246341.17,BA RIA-VUNG TAU
152,2006-10,260.362,25.82,4.0,1246341.17,BA RIA-VUNG TAU
153,2006-11,41.173,26.62,169.0,1246341.17,BA RIA-VUNG TAU
154,2006-12,61.023,26.08,5.0,1246341.17,BA RIA-VUNG TAU
155,2007-01,57.157,25.2,82.0,1246341.17,BA RIA-VUNG TAU
156,2007-02,1.855,25.75,29.0,1246341.17,BA RIA-VUNG TAU
157,2007-03,41.671,27.0,20.0,1246341.17,BA RIA-VUNG TAU
158,2007-04,56.94,28.21,14.0,1246341.17,BA RIA-VUNG TAU
159,2007-05,372.333,26.6,37.0,1246341.17,BA RIA-VUNG TAU
160,2007-06,358.144,26.7,95.0,1246341.17,BA RIA-VUNG TAU
161,2007-07,351.649,26.03,174.0,1246341.17,BA RIA-VUNG TAU
162,2007-08,362.323,25.81,221.0,1246341.17,BA RIA-VUNG TAU
163,2007-09,390.955,25.92,173.0,1246341.17,BA RIA-VUNG TAU
164,2007-10,329.049,25.41,190.0,1246341.17,BA RIA-VUNG TAU
165,2007-11,187.151,24.8,147.0,1246341.17,BA RIA-VUNG TAU
166,2007-12,25.949,25.65,136.0,1246341.17,BA RIA-VUNG TAU
167,2008-01,39.198,25.17,68.0,1246341.17,BA RIA-VUNG TAU
168,2008-02,21.001,25.83,37.0,1246341.17,BA RIA-VUNG TAU
169,2008-03,23.736,26.64,23.0,1246341.17,BA RIA-VUNG TAU
170,2008-04,86.005,27.75,29.0,1246341.17,BA RIA-VUNG TAU
171,2008-05,374.016,26.15,26.0,1246341.17,BA RIA-VUNG TAU
172,2008-06,240.085,26.33,57.0,1246341.17,BA RIA-VUNG TAU
173,2008-07,299.516,26.13,245.0,1246341.17,BA RIA-VUNG TAU
174,2008-08,292.386,25.99,294.0,1246341.17,BA RIA-VUNG TAU
175,2008-09,335.226,25.71,494.0,1246341.17,BA RIA-VUNG TAU
176,2008-10,251.996,26.03,588.0,1246341.17,BA RIA-VUNG TAU
177,2008-11,210.503,25.21,466.0,1246341.17,BA RIA-VUNG TAU
178,2008-12,92.688,24.92,367.0,1246341.17,BA RIA-VUNG TAU
179,2009-01,17.838,23.99,205.0,1246341.17,BA RIA-VUNG TAU
180,2009-02,40.167,25.75,83.0,1246341.17,BA RIA-VUNG TAU
181,2009-03,25.82,27.6,63.0,1246341.17,BA RIA-VUNG TAU
182,2009-04,154.604,28.0,76.0,1246341.17,BA RIA-VUNG TAU
183,2009-05,319.354,26.34,78.0,1246341.17,BA RIA-VUNG TAU
184,2009-06,206.133,26.82,251.0,1246341.17,BA RIA-VUNG TAU
185,2009-07,362.406,26.22,391.0,1246341.17,BA RIA-VUNG TAU
186,2009-08,256.008,26.59,377.0,1246341.17,BA RIA-VUNG TAU
187,2009-09,391.927,25.78,449.0,1246341.17,BA RIA-VUNG TAU
188,2009-10,278.78,25.76,463.0,1246341.17,BA RIA-VUNG TAU
189,2009-11,68.531,26.09,428.0,1246341.17,BA RIA-VUNG TAU
190,2009-12,15.29,25.75,294.0,1246341.17,BA RIA-VUNG TAU
