time_period,rainfall,mean_temperature,disease_cases,Disease-lag1,Disease-lag2,Temperature-lag1
30/08/2006,66.9090909090909,24.473798535665654,180.15929299472688,199.14646749123696,215.66555026513706,23.718362009325475
06/09/2006,10.909090909090908,24.071873227553635,151.9817450387769,180.15929299472688,199.14646749123696,24.473798535665654
13/09/2006,21.27272727272727,24.610140450252818,123.18558824205826,151.9817450387769,180.15929299472688,24.071873227553635
20/09/2006,9.818181818181817,25.094580950682083,89.67631985228421,123.18558824205826,151.9817450387769,24.610140450252818
27/09/2006,9.818181818181817,24.63057740106842,58.48706921057846,89.67631985228421,123.18558824205826,25.094580950682083
04/10/2006,9.818181818181817,24.931156024597943,25.79492545122511,58.48706921057846,89.67631985228421,24.63057740106842
11/10/2006,24.0,23.401676785774512,3.586541522352551,25.79492545122511,58.48706921057846,24.931156024597943
18/10/2006,24.0,23.825145470833426,0,3.586541522352551,25.79492545122511,23.401676785774512
25/10/2006,24.0,24.20626728738645,0,0,3.586541522352551,23.825145470833426
01/11/2006,7.454545454545452,23.46745874046599,0,0,0,24.20626728738645
08/11/2006,7.454545454545452,21.902531048237574,0,0,0,23.46745874046599
15/11/2006,7.454545454545452,20.494096125232,0,0,0,21.902531048237574
22/11/2006,7.454545454545452,20.126504694526986,0,0,0,20.494096125232
29/11/2006,7.454545454545452,18.895672406892473,0,0,0,20.126504694526986
06/12/2006,0.0,18.506105166203227,0,0,0,18.895672406892473
13/12/2006,0.0,18.155494649582906,0,0,0,18.506105166203227
20/12/2006,0.0,16.939945184624616,5.300274076876921,0,0,18.155494649582906
27/12/2006,0.0,16.745950666162155,11.570520746066144,5.300274076876921,0,16.939945184624616
03/01/2007,0.0,16.57135559954594,18.71374274833645,11.570520746066144,5.300274076876921,16.745950666162155
10/01/2007,0.0,16.414220039591346,26.642642550379723,18.71374274833645,11.570520746066144,16.57135559954594
17/01/2007,0.0,15.372798035632211,39.778652372218666,26.642642550379723,18.71374274833645,16.414220039591346
24/01/2007,0.0,15.33551823206899,53.10106121187371,39.778652372218666,26.642642550379723,15.372798035632211
31/01/2007,0.0,16.20196640886209,62.091229167563256,53.10106121187371,39.778652372218666,15.33551823206899
07/02/2007,17.090909090909086,15.363587949794065,78.69147123677475,62.091229167563256,53.10106121187371,16.20196640886209
14/02/2007,5.999999999999998,16.40904733663284,87.84623455361054,78.69147123677475,62.091229167563256,15.363587949794065
21/02/2007,0.5454545454545453,15.54996078478774,100.20552153876275,87.84623455361054,78.69147123677475,16.40904733663284
28/02/2007,15.636363636363631,14.776782888127148,119.44887982539974,100.20552153876275,87.84623455361054,15.54996078478774
07/03/2007,15.636363636363631,16.062740962950798,132.26244773791848,119.44887982539974,100.20552153876275,14.776782888127148
14/03/2007,15.636363636363631,17.220103230292082,139.2892043137308,132.26244773791848,119.44887982539974,16.062740962950798
21/03/2007,24.363636363636363,16.461729270899237,151.8532852319619,139.2892043137308,132.26244773791848,17.220103230292082
28/03/2007,9.090909090909092,15.779192707445677,164.77550351291535,151.8532852319619,139.2892043137308,16.461729270899237
04/04/2007,9.090909090909092,16.246727982155655,175.3600454203189,164.77550351291535,151.8532852319619,15.779192707445677
11/04/2007,9.090909090909092,16.667509729394634,183.84067859152753,175.3600454203189,164.77550351291535,16.246727982155655
18/04/2007,12.0,17.94621330190972,186.50961208197893,183.84067859152753,175.3600454203189,16.667509729394634
25/04/2007,29.454545454545453,17.297046517173293,195.91528858702156,186.50961208197893,183.84067859152753,17.94621330190972
02/05/2007,2.1818181818181817,18.69461459272869,192.87857925974174,195.91528858702156,186.50961208197893,17.297046517173293
09/05/2007,62.54545454545455,19.95242586072855,195.6255408651899,192.87857925974174,195.91528858702156,18.69461459272869
16/05/2007,62.54545454545455,19.284456001928422,201.7123517646387,195.6255408651899,192.87857925974174,19.95242586072855
23/05/2007,62.54545454545455,20.483283129008306,201.80502702868807,201.7123517646387,195.6255408651899,19.284456001928422
30/05/2007,62.54545454545455,19.762227543380202,205.50298022087796,201.80502702868807,201.7123517646387,20.483283129008306
06/06/2007,30.0,20.19509569813309,200.5275017302125,205.50298022087796,201.80502702868807,19.762227543380202
13/06/2007,56.36363636363636,19.684677037410694,203.3768438158863,200.5275017302125,205.50298022087796,20.19509569813309
20/06/2007,56.36363636363636,19.225300242760536,208.5230698748109,203.3768438158863,200.5275017302125,19.684677037410694
27/06/2007,56.36363636363636,18.811861127575394,215.7364915096612,208.5230698748109,203.3768438158863,19.225300242760536
04/07/2007,56.36363636363636,19.339765923908764,220.31038916284464,215.7364915096612,208.5230698748109,18.811861127575394
11/07/2007,30.909090909090907,19.814880240608797,217.41780614161883,220.31038916284464,215.7364915096612,19.339765923908764
18/07/2007,30.909090909090907,20.242483125638827,212.38720869524286,217.41780614161883,220.31038916284464,19.814880240608797
25/07/2007,30.909090909090907,19.727325722165855,209.93239826623176,212.38720869524286,217.41780614161883,20.242483125638827
01/08/2007,30.909090909090907,20.881865877221998,201.70488706193996,209.93239826623176,212.38720869524286,19.727325722165855
08/08/2007,30.909090909090907,21.020952016772526,192.7819451598955,201.70488706193996,209.93239826623176,20.881865877221998
15/08/2007,63.27272727272727,20.246129542368,194.20584290260098,192.7819451598955,201.70488706193996,21.020952016772526
22/08/2007,16.0,20.448789315403925,185.16189632558135,194.20584290260098,192.7819451598955,20.246129542368
29/08/2007,16.0,19.73118311113626,179.70598076990004,185.16189632558135,194.20584290260098,20.448789315403925
05/09/2007,16.0,19.80351934547718,173.88838404251413,179.70598076990004,185.16189632558135,19.73118311113626
12/09/2007,16.0,18.96862195638401,172.2452742605941,173.88838404251413,179.70598076990004,19.80351934547718
19/09/2007,14.727272727272727,19.117214306200154,169.60465727504788,172.2452742605941,173.88838404251413,18.96862195638401
26/09/2007,14.727272727272727,19.250947421034684,166.29537471532902,169.60465727504788,172.2452742605941,19.117214306200154
03/10/2007,14.727272727272727,19.18948904256758,163.29338404794566,166.29537471532902,169.60465727504788,19.250947421034684
10/10/2007,18.545454545454547,18.234176501947186,165.83159244730064,163.29338404794566,166.29537471532902,19.18948904256758
17/10/2007,13.454545454545455,18.274395215388832,167.15052546126557,165.83159244730064,163.29338404794566,18.234176501947186
24/10/2007,18.90909090909091,19.210592057486313,164.87938335565218,167.15052546126557,165.83159244730064,18.274395215388832
31/10/2007,18.545454545454547,20.053169215374044,158.32262818787288,164.87938335565218,167.15052546126557,19.210592057486313
07/11/2007,18.181818181818176,19.729670475654824,153.31063944596238,158.32262818787288,164.87938335565218,20.053169215374044
14/11/2007,15.090909090909086,20.338521609907527,144.63621321460656,153.31063944596238,158.32262818787288,19.729670475654824
21/11/2007,15.090909090909086,19.086487630734958,142.22195687911358,144.63621321460656,153.31063944596238,20.338521609907527
28/11/2007,15.090909090909086,18.859657049479647,140.94185344989717,142.22195687911358,144.63621321460656,19.086487630734958
05/12/2007,15.090909090909086,19.373691344531682,137.09157854542056,140.94185344989717,142.22195687911358,18.859657049479647
12/12/2007,15.090909090909086,18.936322210078515,135.42814931320981,137.09157854542056,140.94185344989717,19.373691344531682
19/12/2007,15.090909090909086,17.642689989070664,140.2328811860383,135.42814931320981,137.09157854542056,18.936322210078515
26/12/2007,0.0,16.4784209901636,147.8407762352203,140.2328811860383,135.42814931320981,17.642689989070664
02/01/2008,0.0,15.43057889114724,160.6878817794841,147.8407762352203,140.2328811860383,16.4784209901636
09/01/2008,0.0,16.28752100203252,169.2502767693215,160.6878817794841,147.8407762352203,15.43057889114724
16/01/2008,0.0,15.258768901829269,182.95643226017515,169.2502767693215,160.6878817794841,16.28752100203252
